Row_Number,Timestamp,Session_ID,Frame_ID,Hand_Side,Current_State,Velocity_Px,Fingers_In_Zone,In_Board_Zone_Bool,Pos_X,Pos_Y
713,24.914,20260206_123457,721,Left,Operation,2.0,4,True,428,353
714,24.914,20260206_123457,721,Right,Operation,2.5,5,True,793,366
715,24.983,20260206_123457,723,Left,Operation,2.4,4,True,427,357
716,24.983,20260206_123457,723,Right,Operation,1.6,5,True,791,367
717,25.052,20260206_123457,725,Left,Operation,2.4,4,True,425,361
718,25.052,20260206_123457,725,Right,Operation,1.6,5,True,793,369
719,25.121,20260206_123457,727,Left,Operation,2.1,4,True,425,364
720,25.121,20260206_123457,727,Right,Operation,1.7,5,True,794,373
721,25.190,20260206_123457,729,Left,Operation,1.3,4,True,424,366
722,25.190,20260206_123457,729,Right,Operation,2.0,4,True,796,376
723,25.259,20260206_123457,731,Left,Operation,1.8,4,True,427,367
724,25.259,20260206_123457,731,Right,Operation,1.9,4,True,797,376
725,25.328,20260206_123457,733,Left,Operation,1.7,4,True,427,367
726,25.328,20260206_123457,733,Right,Operation,1.7,4,True,797,374
727,25.397,20260206_123457,735,Left,Delay,1.9,4,True,428,368
728,25.397,20260206_123457,735,Right,Delay,1.7,4,True,794,375
729,25.466,20260206_123457,737,Left,Delay,2.2,4,True,428,369
730,25.466,20260206_123457,737,Right,Delay,1.7,4,True,795,375
731,25.536,20260206_123457,739,Left,Delay,1.9,4,True,429,370
732,25.536,20260206_123457,739,Right,Delay,1.6,4,True,793,374
733,25.605,20260206_123457,741,Left,Delay,1.8,4,True,428,370
734,25.605,20260206_123457,741,Right,Delay,1.7,4,True,792,371
735,25.674,20260206_123457,743,Left,Delay,5.0,3,True,424,353
736,25.674,20260206_123457,743,Right,Delay,3.8,5,True,790,358
737,25.743,20260206_123457,745,Left,Operation,10.8,4,True,430,321
738,25.743,20260206_123457,745,Right,Delay,9.0,5,True,783,330
739,25.812,20260206_123457,747,Left,Operation,13.6,4,True,434,304
740,25.812,20260206_123457,747,Right,Operation,13.9,5,True,776,300
741,25.881,20260206_123457,749,Left,Operation,23.2,3,True,427,229
742,25.881,20260206_123457,749,Right,Operation,25.5,3,True,784,222
743,25.950,20260206_123457,751,Left,Operation,26.4,1,True,384,198
744,25.950,20260206_123457,751,Right,Operation,29.8,1,True,843,192
745,26.019,20260206_123457,753,Left,Transport,33.5,0,False,296,204
746,26.019,20260206_123457,753,Right,Transport,36.5,0,False,932,178
747,26.088,20260206_123457,755,Left,Transport,45.2,0,False,193,234
748,26.088,20260206_123457,755,Right,Transport,48.6,0,False,1041,208
749,26.158,20260206_123457,757,Left,Transport,50.5,0,False,122,297
750,26.158,20260206_123457,757,Right,Transport,47.1,0,False,1099,256
751,26.227,20260206_123457,759,Left,Transport,42.2,0,False,105,355
752,26.227,20260206_123457,759,Right,Transport,36.3,0,False,1107,306
753,26.296,20260206_123457,761,Left,Transport,27.5,0,False,120,381
754,26.296,20260206_123457,761,Right,Transport,21.5,0,False,1105,329
755,26.365,20260206_123457,763,Left,Transport,17.3,0,False,150,387
756,26.365,20260206_123457,763,Right,Transport,9.9,0,False,1109,333
757,26.434,20260206_123457,765,Left,Transport,12.5,0,False,163,377
758,26.434,20260206_123457,765,Right,Transport,4.4,0,False,1109,341
759,26.503,20260206_123457,767,Left,Transport,8.0,0,False,164,372
760,26.503,20260206_123457,767,Right,Transport,3.6,0,False,1114,337
761,26.572,20260206_123457,769,Left,Transport,3.3,0,False,160,371
762,26.572,20260206_123457,769,Right,Transport,3.6,0,False,1111,341
763,26.641,20260206_123457,771,Left,Transport,2.7,0,False,158,365
764,26.641,20260206_123457,771,Right,Transport,3.1,0,False,1107,344
765,26.710,20260206_123457,773,Left,Transport,3.0,0,False,153,362
766,26.710,20260206_123457,773,Right,Transport,3.6,0,False,1108,353
767,26.779,20260206_123457,775,Left,Transport,2.1,0,False,151,362
768,26.779,20260206_123457,775,Right,Transport,7.1,0,False,1113,374
769,26.849,20260206_123457,777,Left,Transport,3.0,0,False,149,355
770,26.849,20260206_123457,777,Right,Transport,6.7,0,False,1105,373
771,26.918,20260206_123457,779,Left,Transport,3.0,0,False,153,356
772,26.918,20260206_123457,779,Right,Transport,10.4,0,False,1086,390
773,26.987,20260206_123457,781,Left,Transport,2.5,0,False,156,356
774,26.987,20260206_123457,781,Right,Transport,10.9,0,False,1065,399
775,27.056,20260206_123457,783,Left,Transport,2.2,0,False,155,352
776,27.056,20260206_123457,783,Right,Transport,12.0,0,False,1043,385
777,27.125,20260206_123457,785,Left,Transport,2.9,0,False,154,345
778,27.125,20260206_123457,785,Right,Transport,9.5,0,False,1035,389
779,27.194,20260206_123457,787,Left,Transport,3.0,0,False,153,349
780,27.194,20260206_123457,787,Right,Transport,5.2,0,False,1035,389
781,27.263,20260206_123457,789,Left,Transport,3.2,0,False,147,347
782,27.263,20260206_123457,789,Right,Transport,4.7,0,False,1047,384
783,27.332,20260206_123457,791,Left,Transport,5.4,0,False,129,351
784,27.332,20260206_123457,791,Right,Transport,8.2,0,False,1072,381
785,27.401,20260206_123457,793,Left,Transport,11.1,0,False,98,345
786,27.401,20260206_123457,793,Right,Transport,13.9,0,False,1099,358
787,27.471,20260206_123457,795,Left,Transport,15.4,0,False,79,319
788,27.471,20260206_123457,795,Right,Transport,19.1,0,False,1131,325
789,27.540,20260206_123457,797,Left,Transport,17.5,0,False,77,281
790,27.540,20260206_123457,797,Right,Transport,19.4,0,False,1133,292
791,27.609,20260206_123457,799,Left,Transport,18.1,0,False,94,253
792,27.609,20260206_123457,799,Right,Transport,23.6,0,False,1104,248
793,27.678,20260206_123457,801,Left,Transport,20.8,0,False,145,243
794,27.678,20260206_123457,801,Right,Transport,26.2,0,False,1049,230
795,27.747,20260206_123457,803,Left,Transport,26.9,0,False,203,237
796,27.747,20260206_123457,803,Right,Transport,33.3,0,False,976,222
797,27.816,20260206_123457,805,Left,Transport,30.9,0,False,260,239
798,27.816,20260206_123457,805,Right,Transport,30.3,0,False,928,217
799,27.885,20260206_123457,807,Left,Transport,24.2,0,False,293,245
800,27.885,20260206_123457,807,Right,Transport,26.1,2,True,880,228
801,27.954,20260206_123457,809,Left,Transport,20.9,0,False,331,253
802,27.954,20260206_123457,809,Right,Operation,25.0,3,True,833,249
803,28.023,20260206_123457,811,Left,Transport,18.4,4,True,362,262
804,28.023,20260206_123457,811,Right,Operation,23.4,4,True,801,270
805,28.093,20260206_123457,813,Left,Operation,17.1,5,True,391,282
806,28.093,20260206_123457,813,Right,Operation,19.4,4,True,778,294
807,28.162,20260206_123457,815,Left,Operation,20.7,5,True,431,312
808,28.162,20260206_123457,815,Right,Operation,18.0,4,True,753,322
809,28.231,20260206_123457,817,Left,Operation,18.1,5,True,445,331
810,28.231,20260206_123457,817,Right,Operation,13.2,4,True,747,333
811,28.300,20260206_123457,819,Left,Operation,14.8,5,True,456,344
812,28.300,20260206_123457,819,Right,Operation,9.3,4,True,743,346
813,28.369,20260206_123457,821,Left,Operation,6.6,5,True,462,353
814,28.369,20260206_123457,821,Right,Operation,6.0,4,True,742,356
815,28.438,20260206_123457,823,Left,Operation,4.6,5,True,466,351
816,28.438,20260206_123457,823,Right,Operation,4.5,4,True,741,363
817,28.507,20260206_123457,825,Left,Operation,3.4,5,True,470,355
818,28.507,20260206_123457,825,Right,Operation,3.3,4,True,742,368
819,28.576,20260206_123457,827,Left,Operation,3.2,5,True,475,355
820,28.576,20260206_123457,827,Right,Operation,2.0,4,True,740,368
821,28.645,20260206_123457,829,Left,Operation,4.2,5,True,484,357
822,28.645,20260206_123457,829,Right,Operation,1.8,4,True,735,369
823,28.715,20260206_123457,831,Left,Operation,4.7,5,True,492,361
824,28.715,20260206_123457,831,Right,Operation,2.2,4,True,733,372
825,28.784,20260206_123457,833,Left,Operation,3.9,5,True,495,357
826,28.784,20260206_123457,833,Right,Operation,2.1,4,True,733,377
827,28.853,20260206_123457,835,Left,Operation,2.9,5,True,497,353
828,28.853,20260206_123457,835,Right,Operation,2.1,4,True,734,380
829,28.922,20260206_123457,837,Left,Operation,2.6,5,True,501,356
830,28.922,20260206_123457,837,Right,Operation,2.0,4,True,737,380
831,28.991,20260206_123457,839,Left,Operation,2.3,5,True,504,354
832,28.991,20260206_123457,839,Right,Operation,1.9,4,True,738,384
833,29.060,20260206_123457,841,Left,Operation,2.7,5,True,509,354
834,29.060,20260206_123457,841,Right,Operation,2.1,4,True,737,384
835,29.129,20260206_123457,843,Left,Operation,2.5,5,True,508,354
836,29.129,20260206_123457,843,Right,Operation,2.1,4,True,738,386
837,29.198,20260206_123457,845,Left,Operation,1.8,5,True,505,353
838,29.198,20260206_123457,845,Right,Operation,1.6,4,True,736,385
839,29.267,20260206_123457,847,Left,Operation,2.5,5,True,499,350
840,29.267,20260206_123457,847,Right,Operation,3.4,4,True,739,372
841,29.337,20260206_123457,849,Left,Delay,4.5,5,True,490,340
842,29.337,20260206_123457,849,Right,Operation,11.0,5,True,739,333
843,29.406,20260206_123457,851,Left,Delay,9.4,5,True,481,312
844,29.406,20260206_123457,851,Right,Operation,20.1,5,True,753,283
845,29.475,20260206_123457,853,Left,Operation,21.1,5,True,451,254
846,29.475,20260206_123457,853,Right,Operation,32.9,2,True,818,223
847,29.544,20260206_123457,855,Left,Operation,34.2,1,True,388,205
848,29.544,20260206_123457,855,Right,Transport,44.5,0,False,913,176
849,29.613,20260206_123457,857,Left,Transport,43.1,0,False,293,184
850,29.613,20260206_123457,857,Right,Transport,52.6,0,False,1022,198
851,29.682,20260206_123457,859,Left,Transport,51.1,0,False,183,225
852,29.682,20260206_123457,859,Right,Transport,49.5,0,False,1084,253
853,29.751,20260206_123457,861,Left,Transport,53.8,0,False,121,293
854,29.751,20260206_123457,861,Right,Transport,37.3,0,False,1097,297
855,29.820,20260206_123457,863,Left,Transport,39.5,0,False,114,335
856,29.820,20260206_123457,863,Right,Transport,21.7,0,False,1083,319
857,29.889,20260206_123457,865,Left,Transport,21.7,0,False,127,344
858,29.889,20260206_123457,865,Right,Transport,13.3,0,False,1082,335
859,29.958,20260206_123457,867,Left,Transport,10.1,0,False,143,334
860,29.958,20260206_123457,867,Right,Transport,7.8,0,False,1086,341
861,30.028,20260206_123457,869,Left,Transport,10.4,0,False,162,322
862,30.028,20260206_123457,869,Right,Transport,10.0,0,False,1084,372
863,30.097,20260206_123457,871,Left,Transport,7.7,0,False,164,322
864,30.097,20260206_123457,871,Right,Transport,15.6,0,False,1075,410
865,30.166,20260206_123457,873,Left,Transport,186.2,0,False,1082,432
866,30.235,20260206_123457,875,Left,Transport,370.1,0,False,166,317
867,30.235,20260206_123457,875,Right,Transport,18.2,0,False,1039,426
868,30.304,20260206_123457,877,Left,Transport,370.3,0,False,163,319
869,30.304,20260206_123457,877,Right,Transport,16.2,0,False,1051,436
870,30.373,20260206_123457,879,Left,Transport,181.1,0,False,1051,448
871,30.442,20260206_123457,881,Left,Transport,359.4,0,False,166,321
872,30.442,20260206_123457,881,Right,Transport,14.8,0,False,1016,444
873,30.511,20260206_123457,883,Left,Transport,360.3,0,False,173,324
874,30.511,20260206_123457,883,Right,Transport,10.1,0,False,1014,441
875,30.580,20260206_123457,885,Left,Transport,2.8,0,False,175,329
876,30.580,20260206_123457,885,Right,Transport,3.1,0,False,1014,439
877,30.650,20260206_123457,887,Left,Transport,3.3,0,False,179,331
878,30.650,20260206_123457,887,Right,Transport,3.4,0,False,1024,439
879,30.719,20260206_123457,889,Left,Transport,2.9,0,False,177,337
880,30.719,20260206_123457,889,Right,Transport,8.4,0,False,1051,429
881,30.788,20260206_123457,891,Left,Transport,6.3,0,False,156,336
882,30.788,20260206_123457,891,Right,Transport,14.1,0,False,1080,410
883,30.857,20260206_123457,893,Left,Transport,9.0,0,False,138,338
884,30.857,20260206_123457,893,Right,Transport,17.3,0,False,1108,392
885,30.926,20260206_123457,895,Left,Transport,9.7,0,False,119,335
886,30.926,20260206_123457,895,Right,Transport,23.0,0,False,1136,343
887,30.995,20260206_123457,897,Left,Transport,11.2,0,False,99,319
888,30.995,20260206_123457,897,Right,Transport,23.9,0,False,1131,298
889,31.064,20260206_123457,899,Left,Transport,13.2,0,False,93,291
890,31.064,20260206_123457,899,Right,Transport,29.7,0,False,1074,261
891,31.133,20260206_123457,901,Left,Transport,14.5,0,False,107,276
892,31.133,20260206_123457,901,Right,Transport,30.6,0,False,1010,257
893,31.202,20260206_123457,903,Left,Transport,22.0,0,False,161,256
894,31.202,20260206_123457,903,Right,Transport,33.6,0,False,946,269
895,31.272,20260206_123457,905,Left,Transport,29.4,0,False,228,238
896,31.272,20260206_123457,905,Right,Transport,30.7,2,True,894,284
897,31.341,20260206_123457,907,Left,Transport,33.9,0,False,301,228
898,31.341,20260206_123457,907,Right,Operation,26.4,3,True,851,300
899,31.410,20260206_123457,909,Left,Transport,34.5,3,True,366,244
900,31.410,20260206_123457,909,Right,Operation,24.4,4,True,806,319
901,31.479,20260206_123457,911,Left,Operation,32.2,5,True,414,275
902,31.479,20260206_123457,911,Right,Operation,20.1,4,True,784,336
903,31.548,20260206_123457,913,Left,Operation,27.0,5,True,437,311
904,31.548,20260206_123457,913,Right,Operation,13.4,4,True,778,352
905,31.617,20260206_123457,915,Left,Operation,20.4,5,True,447,337
906,31.617,20260206_123457,915,Right,Operation,8.0,4,True,778,363
907,31.686,20260206_123457,917,Left,Operation,11.2,5,True,449,346
908,31.686,20260206_123457,917,Right,Operation,5.4,3,True,781,370
909,31.755,20260206_123457,919,Left,Operation,5.4,5,True,448,352
910,31.755,20260206_123457,919,Right,Operation,3.8,3,True,781,375
911,31.824,20260206_123457,921,Left,Operation,3.5,5,True,446,359
912,31.824,20260206_123457,921,Right,Operation,3.0,4,True,779,379
913,31.894,20260206_123457,923,Left,Operation,3.3,5,True,445,366
914,31.894,20260206_123457,923,Right,Operation,3.2,4,True,776,386
915,31.963,20260206_123457,925,Left,Operation,2.6,5,True,447,368
916,31.963,20260206_123457,925,Right,Operation,3.8,4,True,769,390
917,32.032,20260206_123457,927,Left,Operation,3.0,5,True,455,372
918,32.032,20260206_123457,927,Right,Operation,3.1,4,True,768,393
919,32.101,20260206_123457,929,Left,Operation,4.1,5,True,462,367
920,32.101,20260206_123457,929,Right,Operation,1.7,4,True,767,393
921,32.170,20260206_123457,931,Left,Operation,4.5,5,True,466,364
922,32.170,20260206_123457,931,Right,Operation,1.6,4,True,767,394
923,32.239,20260206_123457,933,Left,Operation,3.9,5,True,463,356
924,32.239,20260206_123457,933,Right,Operation,1.5,4,True,767,395
925,32.308,20260206_123457,935,Left,Operation,2.8,5,True,461,356
926,32.308,20260206_123457,935,Right,Operation,1.6,4,True,765,395
927,32.377,20260206_123457,937,Left,Operation,2.1,5,True,462,356
928,32.377,20260206_123457,937,Right,Operation,2.1,4,True,763,394
929,32.446,20260206_123457,939,Left,Operation,1.7,5,True,462,358
930,32.446,20260206_123457,939,Right,Operation,2.1,4,True,764,391
931,32.515,20260206_123457,941,Left,Operation,2.0,5,True,459,355
932,32.515,20260206_123457,941,Right,Operation,3.0,4,True,769,384
933,32.585,20260206_123457,943,Left,Operation,3.0,5,True,460,350
934,32.585,20260206_123457,943,Right,Operation,6.0,4,True,772,363
935,32.654,20260206_123457,945,Left,Operation,9.7,4,True,453,314
936,32.654,20260206_123457,945,Right,Operation,13.8,3,True,790,324
937,32.723,20260206_123457,947,Left,Operation,19.6,4,True,428,265
938,32.723,20260206_123457,947,Right,Operation,25.2,2,True,846,284
939,32.792,20260206_123457,949,Left,Operation,27.7,2,True,382,219
940,32.792,20260206_123457,949,Right,Transport,38.8,0,False,944,271
941,32.861,20260206_123457,951,Left,Transport,35.4,0,False,314,185
942,32.861,20260206_123457,951,Right,Transport,47.7,0,False,1033,310
943,32.930,20260206_123457,953,Left,Transport,43.0,0,False,215,176
944,32.930,20260206_123457,953,Right,Transport,44.6,0,False,1064,376
945,32.999,20260206_123457,955,Left,Transport,47.4,0,False,120,219
946,32.999,20260206_123457,955,Right,Transport,35.0,0,False,1061,428
947,33.068,20260206_123457,957,Left,Transport,53.9,0,False,83,304
948,33.068,20260206_123457,957,Right,Transport,23.9,0,False,1043,460
949,33.137,20260206_123457,959,Left,Transport,36.9,0,False,88,327
950,33.137,20260206_123457,959,Right,Transport,16.5,0,False,1022,470
951,33.207,20260206_123457,961,Left,Transport,21.2,0,False,115,318
952,33.207,20260206_123457,961,Right,Transport,10.8,0,False,1023,484
953,33.276,20260206_123457,963,Left,Transport,11.7,0,False,139,313
954,33.276,20260206_123457,963,Right,Transport,7.1,0,False,1014,488
955,33.345,20260206_123457,965,Left,Transport,13.0,0,False,162,311
956,33.345,20260206_123457,965,Right,Transport,5.8,0,False,1009,488
957,33.414,20260206_123457,967,Left,Transport,180.1,0,False,1020,491
958,33.483,20260206_123457,969,Left,Transport,347.2,0,False,179,326
959,33.483,20260206_123457,969,Right,Transport,6.2,0,False,999,486
960,33.552,20260206_123457,971,Left,Transport,344.4,0,False,178,331
961,33.552,20260206_123457,971,Right,Transport,6.0,0,False,1004,476
962,33.621,20260206_123457,973,Left,Transport,2.4,0,False,175,331
963,33.621,20260206_123457,973,Right,Transport,5.2,0,False,1016,478
964,33.690,20260206_123457,975,Left,Transport,2.1,0,False,180,330
965,33.690,20260206_123457,975,Right,Transport,6.3,0,False,1029,479
966,33.759,20260206_123457,977,Left,Transport,2.1,0,False,182,333
967,33.759,20260206_123457,977,Right,Transport,7.8,0,False,1046,478
968,33.829,20260206_123457,979,Left,Transport,2.5,0,False,178,335
969,33.829,20260206_123457,979,Right,Transport,11.1,0,False,1064,455
970,33.898,20260206_123457,981,Left,Transport,3.4,0,False,171,336
971,33.898,20260206_123457,981,Right,Transport,13.5,0,False,1080,430
972,33.967,20260206_123457,983,Left,Transport,4.2,0,False,178,327
973,33.967,20260206_123457,983,Right,Transport,16.6,0,False,1093,393
974,34.036,20260206_123457,985,Left,Transport,4.4,0,False,179,330
975,34.036,20260206_123457,985,Right,Transport,18.0,0,False,1091,359
976,34.105,20260206_123457,987,Left,Transport,4.0,0,False,175,326
977,34.105,20260206_123457,987,Right,Transport,21.6,0,False,1057,320
978,34.174,20260206_123457,989,Left,Transport,2.1,0,False,176,324
979,34.174,20260206_123457,989,Right,Transport,24.9,0,False,1014,286
980,34.243,20260206_123457,991,Left,Transport,1.4,0,False,177,324
981,34.243,20260206_123457,991,Right,Transport,26.6,0,False,965,271
982,34.312,20260206_123457,993,Left,Transport,2.6,0,False,183,332
983,34.312,20260206_123457,993,Right,Transport,24.8,1,True,920,258
984,34.381,20260206_123457,995,Left,Transport,3.0,0,False,183,329
985,34.381,20260206_123457,995,Right,Transport,21.1,2,True,888,248
986,34.451,20260206_123457,997,Left,Transport,3.9,0,False,177,329
987,34.451,20260206_123457,997,Right,Operation,16.5,3,True,861,249
988,34.520,20260206_123457,999,Left,Transport,5.4,0,False,162,327
989,34.520,20260206_123457,999,Right,Operation,12.2,3,True,843,251
990,34.589,20260206_123457,1001,Left,Transport,10.3,0,False,139,309
991,34.589,20260206_123457,1001,Right,Operation,9.3,4,True,826,251
992,34.658,20260206_123457,1003,Left,Transport,12.5,0,False,120,295
993,34.658,20260206_123457,1003,Right,Operation,8.8,4,True,808,250
994,34.727,20260206_123457,1005,Left,Transport,10.7,0,False,109,296
995,34.727,20260206_123457,1005,Right,Operation,8.5,4,True,792,254
996,34.796,20260206_123457,1007,Left,Transport,11.1,0,False,121,268
997,34.796,20260206_123457,1007,Right,Operation,8.2,5,True,776,258
998,34.865,20260206_123457,1009,Left,Transport,17.9,0,False,164,238
999,34.865,20260206_123457,1009,Right,Operation,8.2,5,True,761,266
1000,34.934,20260206_123457,1011,Left,Transport,29.6,0,False,239,239
1001,34.934,20260206_123457,1011,Right,Operation,8.1,5,True,749,275
1002,35.003,20260206_123457,1013,Left,Transport,39.4,1,True,327,229
1003,35.003,20260206_123457,1013,Right,Operation,7.9,5,True,738,287
1004,35.072,20260206_123457,1015,Left,Transport,38.8,3,True,390,247
1005,35.072,20260206_123457,1015,Right,Operation,6.8,5,True,730,295
1006,35.142,20260206_123457,1017,Left,Operation,31.4,5,True,432,269
1007,35.142,20260206_123457,1017,Right,Operation,5.4,5,True,724,297
1008,35.211,20260206_123457,1019,Left,Operation,22.0,5,True,458,291
1009,35.211,20260206_123457,1019,Right,Operation,3.8,5,True,719,302
1010,35.280,20260206_123457,1021,Left,Operation,15.6,5,True,473,304
1011,35.280,20260206_123457,1021,Right,Operation,3.8,5,True,720,308
1012,35.349,20260206_123457,1023,Left,Operation,8.9,5,True,481,309
1013,35.349,20260206_123457,1023,Right,Operation,2.8,5,True,720,312
1014,35.418,20260206_123457,1025,Left,Operation,5.1,5,True,486,310
1015,35.418,20260206_123457,1025,Right,Operation,1.6,5,True,719,312
1016,35.487,20260206_123457,1027,Left,Operation,2.1,5,True,487,310
1017,35.487,20260206_123457,1027,Right,Operation,1.0,5,True,716,311
1018,35.556,20260206_123457,1029,Left,Operation,1.5,5,True,484,309
1019,35.556,20260206_123457,1029,Right,Operation,1.4,5,True,713,311
1020,35.625,20260206_123457,1031,Left,Operation,1.5,5,True,483,310
1021,35.625,20260206_123457,1031,Right,Delay,1.1,5,True,712,311
1022,35.694,20260206_123457,1033,Left,Operation,2.0,5,True,487,313
1023,35.694,20260206_123457,1033,Right,Delay,1.9,5,True,713,317
1024,35.764,20260206_123457,1035,Left,Operation,2.6,5,True,489,319
1025,35.764,20260206_123457,1035,Right,Delay,1.9,5,True,715,317
1026,35.833,20260206_123457,1037,Left,Operation,3.4,5,True,490,325
1027,35.833,20260206_123457,1037,Right,Delay,1.9,5,True,718,317
1028,35.902,20260206_123457,1039,Left,Operation,2.7,5,True,490,329
1029,35.902,20260206_123457,1039,Right,Delay,1.5,5,True,720,318
1030,35.971,20260206_123457,1041,Left,Operation,2.2,5,True,491,331
1031,35.971,20260206_123457,1041,Right,Delay,1.7,5,True,720,323
1032,36.040,20260206_123457,1043,Left,Operation,2.1,5,True,495,335
1033,36.040,20260206_123457,1043,Right,Delay,2.4,5,True,722,328
1034,36.109,20260206_123457,1045,Left,Operation,2.0,5,True,497,336
1035,36.109,20260206_123457,1045,Right,Delay,1.9,5,True,721,328
1036,36.178,20260206_123457,1047,Left,Operation,1.4,5,True,499,337
1037,36.178,20260206_123457,1047,Right,Delay,1.5,5,True,717,327
1038,36.247,20260206_123457,1049,Left,Operation,1.8,5,True,495,334
1039,36.247,20260206_123457,1049,Right,Delay,1.7,5,True,718,326
1040,36.316,20260206_123457,1051,Left,Operation,4.2,5,True,486,323
1041,36.316,20260206_123457,1051,Right,Delay,2.1,5,True,721,321
1042,36.386,20260206_123457,1053,Left,Delay,9.9,5,True,479,291
1043,36.386,20260206_123457,1053,Right,Delay,7.1,5,True,734,297
1044,36.455,20260206_123457,1055,Left,Operation,18.2,4,True,464,245
1045,36.455,20260206_123457,1055,Right,Operation,16.3,3,True,744,249
1046,36.524,20260206_123457,1057,Left,Operation,26.7,1,True,416,202
1047,36.524,20260206_123457,1057,Right,Operation,26.4,1,True,776,192
1048,36.593,20260206_123457,1059,Left,Transport,38.0,0,False,322,193
1049,36.593,20260206_123457,1059,Right,Transport,36.7,0,False,855,152
1050,36.662,20260206_123457,1061,Left,Transport,52.5,0,False,190,207
1051,36.662,20260206_123457,1061,Right,Transport,47.7,0,False,968,169
1052,36.731,20260206_123457,1063,Left,Transport,57.6,0,False,116,274
1053,36.731,20260206_123457,1063,Right,Transport,55.5,0,False,1065,233
1054,36.800,20260206_123457,1065,Left,Transport,46.6,0,False,94,336
1055,36.800,20260206_123457,1065,Right,Transport,49.3,0,False,1096,292
1056,36.869,20260206_123457,1067,Left,Transport,27.9,0,False,116,350
1057,36.869,20260206_123457,1067,Right,Transport,34.5,0,False,1089,340
1058,36.938,20260206_123457,1069,Left,Transport,13.8,0,False,135,353
1059,36.938,20260206_123457,1069,Right,Transport,17.6,0,False,1086,347
1060,37.008,20260206_123457,1071,Left,Transport,9.4,0,False,148,352
1061,37.008,20260206_123457,1071,Right,Transport,9.3,0,False,1088,362
1062,37.077,20260206_123457,1073,Left,Transport,6.9,0,False,152,357
1063,37.077,20260206_123457,1073,Right,Transport,6.8,0,False,1097,366
1064,37.146,20260206_123457,1075,Left,Transport,5.3,0,False,160,350
1065,37.146,20260206_123457,1075,Right,Transport,7.5,0,False,1108,382
1066,37.215,20260206_123457,1077,Left,Transport,3.4,0,False,159,348
1067,37.215,20260206_123457,1077,Right,Transport,7.3,0,False,1115,390
1068,37.284,20260206_123457,1079,Left,Transport,2.2,0,False,156,352
1069,37.284,20260206_123457,1079,Right,Transport,6.6,0,False,1120,396
1070,37.353,20260206_123457,1081,Left,Transport,2.0,0,False,154,349
1071,37.353,20260206_123457,1081,Right,Transport,4.3,0,False,1127,395
1072,37.422,20260206_123457,1083,Left,Transport,2.5,0,False,162,351
1073,37.422,20260206_123457,1083,Right,Transport,3.2,0,False,1132,397
1074,37.491,20260206_123457,1085,Left,Transport,4.0,0,False,169,353
1075,37.491,20260206_123457,1085,Right,Transport,4.2,0,False,1132,407
1076,37.560,20260206_123457,1087,Left,Transport,3.6,0,False,165,351
1077,37.560,20260206_123457,1087,Right,Transport,3.7,0,False,1131,413
1078,37.630,20260206_123457,1089,Left,Transport,3.3,0,False,158,353
1079,37.630,20260206_123457,1089,Right,Transport,3.6,0,False,1129,414
1080,37.699,20260206_123457,1091,Left,Transport,3.2,0,False,155,356
1081,37.699,20260206_123457,1091,Right,Transport,3.9,0,False,1127,418
1082,37.768,20260206_123457,1093,Left,Transport,3.3,0,False,154,355
1083,37.768,20260206_123457,1093,Right,Transport,3.6,0,False,1130,424
1084,37.837,20260206_123457,1095,Left,Transport,3.7,0,False,161,351
1085,37.837,20260206_123457,1095,Right,Transport,2.5,0,False,1129,425
1086,37.906,20260206_123457,1097,Left,Transport,3.3,0,False,162,347
1087,37.906,20260206_123457,1097,Right,Transport,3.4,0,False,1124,434
1088,37.975,20260206_123457,1099,Left,Transport,3.7,0,False,170,350
1089,37.975,20260206_123457,1099,Right,Transport,5.0,0,False,1117,431
1090,38.044,20260206_123457,1101,Left,Delay,4.0,0,False,171,352
1091,38.044,20260206_123457,1101,Right,Delay,5.0,0,False,1116,427
1092,38.113,20260206_123457,1103,Left,Delay,3.7,0,False,172,357
1093,38.113,20260206_123457,1103,Right,Delay,5.2,0,False,1109,418
1094,38.182,20260206_123457,1105,Left,Delay,3.6,0,False,177,359
1095,38.182,20260206_123457,1105,Right,Delay,6.7,0,False,1123,408
1096,38.251,20260206_123457,1107,Left,Delay,2.5,0,False,176,360
1097,38.251,20260206_123457,1107,Right,Delay,8.5,0,False,1129,394
1098,38.321,20260206_123457,1109,Left,Delay,2.4,0,False,172,361
1099,38.321,20260206_123457,1109,Right,Transport,11.9,0,False,1122,365
1100,38.390,20260206_123457,1111,Left,Delay,4.8,0,False,158,370
1101,38.390,20260206_123457,1111,Right,Transport,18.2,0,False,1078,341
1102,38.459,20260206_123457,1113,Left,Delay,7.7,0,False,143,373
1103,38.459,20260206_123457,1113,Right,Transport,20.8,0,False,1048,321
1104,38.528,20260206_123457,1115,Left,Delay,8.7,0,False,129,363
1105,38.528,20260206_123457,1115,Right,Transport,18.0,0,False,1033,300
1106,38.597,20260206_123457,1117,Left,Transport,10.4,0,False,119,341
1107,38.597,20260206_123457,1117,Right,Transport,15.3,0,False,1013,281
1108,38.666,20260206_123457,1119,Left,Transport,13.4,0,False,123,311
1109,38.666,20260206_123457,1119,Right,Transport,14.5,0,False,996,251
1110,38.735,20260206_123457,1121,Left,Transport,15.8,0,False,137,273
1111,38.735,20260206_123457,1121,Right,Transport,20.9,0,False,950,225
